0.478657	0
0.476028	0.0018588
0.494943	0.0154939
0.492961	0.0117465
0.492704	0.00940004
0.501828	0.011434
0.504662	0.0101458
0.50699	0.00914061
0.508095	0.00819154
0.505479	0.00777889
0.5083	0.00756587
0.507601	0.00696758
0.506415	0.00653179
0.504399	0.00636858
0.503645	0.00598846
0.503193	0.00563126
0.503968	0.00535308
0.505569	0.00528974
0.506859	0.00516614
0.506531	0.00491823
0.504773	0.00498828
0.506219	0.00496669
0.504103	0.00518185
0.503789	0.00497542
0.505348	0.00501456
0.504497	0.00489333
0.503789	0.00476305
0.503827	0.00459309
0.503623	0.00443927
0.50301	0.0043334
0.502721	0.00420321
0.502301	0.00409282
0.502412	0.0039703
0.502344	0.00385409
0.502236	0.00374551
0.501589	0.00369695
0.501635	0.00359733
0.501545	0.00350379
0.500653	0.00352585
0.500854	0.00344346
0.499958	0.00347419
0.500697	0.00346909
0.501118	0.00341387
0.50124	0.00333849
0.502202	0.00339997
0.502403	0.00333196
0.50352	0.00344332
0.503759	0.00337988
0.503405	0.0033294
0.503112	0.00327562
0.503176	0.00321201
0.50354	0.0031708
0.504299	0.00320067
0.504752	0.0031733
0.50485	0.0031171
0.504764	0.00306262
0.504278	0.0030472
0.504057	0.00300269
0.503613	0.00298436
0.503583	0.00293477
0.502417	0.00310986
0.502027	0.00308408
0.501968	0.00303568
0.501519	0.00302128
0.501532	0.00297483
0.501149	0.00295429
0.501218	0.002911
0.500579	0.00293747
0.50026	0.00291224
0.500042	0.00287875
0.499579	0.00287514
0.499915	0.00285478
0.499963	0.00281608
0.499922	0.00277833
0.500313	0.00276875
0.50004	0.00274578
0.499954	0.00271145
0.499901	0.00267721
0.50028	0.00266996
0.50016	0.0026393
0.500528	0.00263236
0.500236	0.00261641
0.500204	0.00258508
0.499965	0.00256535
0.499481	0.00258041
0.499967	0.00259567
0.500402	0.00260212
0.500365	0.00257282
0.500415	0.00254438
0.500469	0.00251669
0.50064	0.00249485
0.500672	0.00246793
0.500269	0.00247409
0.500026	0.00245964
0.500125	0.00243574
0.49958	0.00247068
0.49999	0.00247907
0.499931	0.00245448
0.500019	0.00243124
0.500069	0.00240744
