#batchCurrent <I>	Global <I>	Stedv <I> 	
1	1.0005	1.0005	0
2	1.00002	1.00026	0.000168511
3	1.00027	1.00026	0.000112344
4	1.00057	1.00034	0.00010704
5	1.00036	1.00034	8.56814e-05
6	1.00078	1.00042	9.72866e-05
7	1.00017	1.00038	8.93572e-05
8	0.999061	1.00022	0.000172978
9	0.998885	1.00007	0.000207536
10	0.999862	1.00005	0.000187799
11	1.00053	1.00009	0.000175832
12	0.998537	0.999962	0.000203397
13	1.00029	0.999987	0.000189269
14	1.00077	1.00004	0.000183873
15	0.999927	1.00004	0.000171777
16	0.999989	1.00003	0.000161066
17	1.00045	1.00006	0.000153444
18	0.999697	1.00004	0.000146214
19	1.00112	1.00009	0.000149312
20	1.00081	1.00013	0.000146074
21	1.00206	1.00022	0.000165554
22	1.00161	1.00028	0.000169612
23	1.00081	1.00031	0.000163794
24	0.998856	1.00025	0.000167764
25	1.00073	1.00027	0.000162174
26	1.00027	1.00027	0.000155937
27	1.00177	1.00032	0.000159811
28	1.00142	1.00036	0.000158843
29	1.00119	1.00039	0.000155924
30	0.998942	1.00034	0.000158033
31	1.00016	1.00034	0.00015305
32	1.00036	1.00034	0.000148269
33	0.997345	1.00025	0.000169249
34	1.00018	1.00024	0.000164283
35	1.00251	1.00031	0.000171841
36	0.999097	1.00028	0.000170336
37	0.99974	1.00026	0.000166346
38	1.00138	1.00029	0.000164563
39	0.999177	1.00026	0.0001628
40	0.99972	1.00025	0.000159294
41	0.999505	1.00023	0.000156437
42	0.998771	1.0002	0.000156526
43	0.999879	1.00019	0.000153059
44	1.00178	1.00022	0.000153788
45	0.999632	1.00021	0.000150932
46	0.998421	1.00017	0.000152585
47	0.999996	1.00017	0.000149385
48	1.00055	1.00018	0.000146482
49	0.998544	1.00014	0.000147232
50	0.999017	1.00012	0.000146001
51	0.999539	1.00011	0.000143583
52	0.999786	1.0001	0.000140956
53	0.999164	1.00009	0.000139404
54	1.00192	1.00012	0.000140883
55	1.00064	1.00013	0.000138635
56	0.999902	1.00012	0.000136218
57	1.00135	1.00015	0.00013551
58	0.999235	1.00013	0.000134082
59	1.00061	1.00014	0.000132059
60	0.998425	1.00011	0.000132911
61	1.00185	1.00014	0.000133745
62	0.999287	1.00012	0.000132292
63	0.999285	1.00011	0.000130861
64	0.999734	1.00011	0.000128949
65	1.00098	1.00012	0.000127667
66	1.00166	1.00014	0.000127851
67	1.00011	1.00014	0.000125944
68	1.00169	1.00016	0.000126141
69	1.00216	1.00019	0.000127586
70	1.00012	1.00019	0.000125768
71	1.00056	1.0002	0.000124102
72	0.998152	1.00017	0.000125587
73	0.99841	1.00015	0.000126157
74	0.998502	1.00012	0.00012639
75	1.00033	1.00013	0.000124736
76	0.999416	1.00012	0.000123444
77	1.00052	1.00012	0.000121953
78	1.00053	1.00013	0.000120503
79	0.998843	1.00011	0.000120069
80	0.999546	1.0001	0.000118775
81	1.00051	1.00011	0.000117415
82	1.00209	1.00013	0.000118433
83	0.999698	1.00013	0.000117122
84	0.999888	1.00012	0.000115762
85	0.999731	1.00012	0.000114493
86	0.999454	1.00011	0.000113424
87	0.999919	1.00011	0.000112142
88	1.00034	1.00011	0.000110899
89	0.998077	1.00009	0.000111988
90	0.999064	1.00008	0.000111321
91	1.00202	1.0001	0.000112121
92	1.00103	1.00011	0.000111362
93	1.00082	1.00012	0.000110426
94	0.998877	1.0001	0.000110037
95	0.999306	1.0001	0.0001092
96	1.00063	1.0001	0.000108205
97	1.00031	1.0001	0.000107111
98	1.00055	1.00011	0.000106116
99	1.00046	1.00011	0.000105104
100	0.996733	1.00008	0.000109348
