15.3568	0
15.0083	0.246398
15.0812	0.174717
15.0817	0.131039
15.0606	0.106522
14.9702	0.121216
14.9612	0.104227
14.9222	0.0982323
14.9454	0.090014
14.915	0.0859837
14.9767	0.0977991
14.9864	0.0901289
15.0196	0.0890966
15.0066	0.0836675
14.9953	0.0788586
15.0018	0.0742018
14.9922	0.0704588
15.0112	0.0690543
14.9845	0.0703682
14.9575	0.0718407
14.9592	0.0684379
14.9689	0.0660223
14.9536	0.0649189
14.9475	0.0624926
14.9317	0.0619741
14.9672	0.0690501
14.9699	0.0665429
14.964	0.0644251
15.0096	0.0766725
15.0141	0.0742483
15.0142	0.0718533
15.0162	0.0696348
15.0086	0.0679382
14.9998	0.066509
14.9856	0.0661054
14.981	0.0644289
14.977	0.0628089
14.98	0.0612245
15.0041	0.0642401
14.9914	0.063878
14.9977	0.0626338
15.0121	0.0627745
14.9999	0.0624977
15.0142	0.0626933
15.0145	0.0613008
15.0109	0.0600749
15.0117	0.058802
15.0168	0.0578022
15.0164	0.056624
15.0248	0.0561101
