5.47345	0
5.56701	0.066163
5.50812	0.0652523
5.54663	0.0592242
5.4849	0.0727561
5.46113	0.0643968
5.48488	0.0594171
5.49142	0.0523486
5.47889	0.0480103
5.49623	0.0462374
5.48167	0.0442694
5.47778	0.0407501
5.48796	0.0388663
5.46779	0.0409916
5.48325	0.0410697
5.46923	0.0408249
5.45981	0.0394947
5.46283	0.0374152
5.47863	0.0386378
5.47459	0.036916
5.47111	0.0353221
5.4722	0.0337335
5.47516	0.032396
5.46959	0.0315212
5.47012	0.0302648
5.45955	0.0308921
5.46174	0.0298258
5.45484	0.0295483
5.44836	0.0292304
5.44324	0.0287022
5.43058	0.030441
5.43356	0.0296357
5.43905	0.0292414
5.44388	0.0287778
5.44153	0.0280514
5.44227	0.0272819
5.44868	0.0272879
5.44228	0.0273096
5.4399	0.026713
5.44982	0.0278254
5.45086	0.0271663
5.44784	0.0266865
5.45136	0.0262962
5.44945	0.0257678
5.44574	0.0254606
5.44087	0.0253681
5.43927	0.0248792
5.44547	0.0251228
5.44908	0.0248682
5.44602	0.0245584
