	10	-5.46688	0.000776624
	20	-5.46688	0.000960461
	50	-5.46688	0.00123509
	100	-5.46688	0.00143719
	200	-5.46688	0.00163791
	500	-5.46688	0.00180273
	1000	-5.46688	0.00181065
	2000	-5.46688	0.00162111
	5000	-5.46688	0.00152926
	200	-7.54742	0.00402039
	200	-7.54742	0.00402039
	200	-7.54742	0.00402039
	200	-7.54581	0.00565601
	200	-7.54581	0.00565601
	200	-7.54581	0.00565601
	200	-5.4566	0.00846388
	2500	-0.411495	0.00633395
	2500	-0.411495	0.00633395
	200	-5.4566	0.00846388
	200	-7.54581	0.00565601
	500	-7.54779	0.00290062
	500	-5.46517	0.00411265
	20	-5.49159	0.0105528
	20	-7.53517	0.0096967
	20	-0.370941	0.00736615
	20	-0.370941	0.00736615
	2000	-0.411705	0.00424674
	10	-7.53758	0.0125127
	50	-7.55318	0.0069794
	20	-7.54742	0.00291366
	250	-7.54742	0.00426065
